config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.0,0.0,0.0,0.3,45.0,443.5,0.25,0.25,0.25,mixed
tier0_tier1,0.0,0.0,0.0,0.55,45.0,816.0,0.35,0.35,0.45,mixed
tier0_tier1_tier2,0.0,0.0,0.0,0.65,45.0,862.2,0.4,0.4,0.5,mixed
