config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.35,0.55,0.35,0.29603174603174603,0.023233287496790635,0.012120840156579892
tier0_tier1,20,0.35,0.6,0.35,0.324963924963925,0.027674252681772142,0.02278758614683247
tier0_tier1_tier2,20,0.2,0.6,0.2,0.1863247863247863,0.020602311606771763,0.01707955588142431
