stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.7230171677911199,0.12879626510063907,0.14818656710824085,tier0,mixed
BRANCH,0.775531342814014,0.08577424242692663,0.1386944147590593,tier0,mixed
CACHE,0.5512642712802145,0.3468466223409023,0.10188910637888327,tier0,mixed
MEMBW,0.7910233525815273,0.09306005094751442,0.1159165964709582,tier0,mixed
TLB,0.7199199910204253,0.1306649917648172,0.14941501721475742,tier0,mixed
