feature_profile,config,n_cases,n_features,fit_eval_seconds,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr_run_alert,tpr_run_alert,median_nominal_score,median_anomaly_score,median_nominal_score_wc,median_anomaly_score_wc
mixed,tier0,24,46,2.3595792501000687,0.8,0.9318987314285302,1.0,1.0000000000000002,0.0,0.3,0.005517514823261687,0.011959591343995966,0.0,0.00656111729157041
mixed,tier0_tier1,24,57,3.065091000054963,0.825,0.9514604197402184,1.0,1.0000000000000002,0.0,0.45,4.4501780571562586e-05,0.00010967459015025785,0.0,5.608157173928438e-05
mixed,tier0_tier1_tier2,24,64,3.171989917056635,0.8375,0.9536249219047206,1.0,1.0000000000000002,0.0,0.45,4.7629054507672235e-05,0.00011871064172509452,0.0,6.199982972204819e-05
