config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.3,0.65,0.3,0.31017316017316016,0.01418352629221005,0.01099393183887906,mixed
tier0_tier1,20,0.25,0.5,0.25,0.28317460317460313,0.014273809253460876,0.010997547246160914,mixed
tier0_tier1_tier2,20,0.35,0.6,0.35,0.3453968253968254,0.01420812896616488,0.012064299100897215,mixed
