config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.0,0.0,0.0,0.3,122.0,660.0,0.0,0.2,0.25,mixed
tier0_tier1,0.0,0.0,0.0,0.45,122.0,550.0000000000001,0.0,0.3,0.4,mixed
tier0_tier1_tier2,0.0,0.0,0.0,0.45,122.0,858.2,0.0,0.25,0.35,mixed
