config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.0,0.0,0.0,0.3,117.5,874.5,0.15,0.2,0.2,full
tier0_tier1,0.0,0.0,0.0,0.4,91.0,870.6999999999999,0.3,0.3,0.3,full
tier0_tier1_tier2,0.0,0.0,0.0,0.9,91.0,863.5,0.5,0.55,0.55,full
