config,benign_run_alert_rate,benign_run_keep_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s
tier0,0.25,0.75,71.80851063829788,72.76595744680851,0.3,73.5,714.5,0.2,0.2,0.2
tier0_tier1,0.25,0.75,65.1063829787234,66.06382978723404,0.55,61.0,834.0,0.35,0.4,0.4
tier0_tier1_tier2,0.25,0.75,63.191489361702125,64.14893617021276,0.95,61.0,775.4,0.6,0.65,0.7
