stressor,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,median_neg_score,median_pos_score,median_neg_score_wc,median_pos_score_wc,pos_neg_ratio,pos_neg_diff,pos_neg_ratio_wc,pos_neg_diff_wc
ATOMIC,0.875,0.8875,1.0,1.0,0.00294445324478787,0.008102488089739754,0.0,0.0038632219808327015,2.751185442878541,0.005158034844951883,3864.221980832702,0.0038632219808327015
BRANCH,1.0,1.0,1.0,1.0,0.00294445324478787,0.008159472135699009,0.0,0.005765558836267515,2.770531886778165,0.005215018890911138,5766.558836267515,0.005765558836267515
CACHE,0.9375,0.95,1.0,1.0,0.00294445324478787,0.0105442873162227,0.0,0.00703109799156746,3.580191719180443,0.00759983407143483,7032.097991567461,0.00703109799156746
MEMBW,1.0,1.0,1.0,1.0,0.00294445324478787,0.008967362439038225,0.0,0.00574359266634339,3.0448157528584776,0.006022909194250355,5744.59266634339,0.00574359266634339
TLB,0.875,0.8875,1.0,1.0,0.00294445324478787,0.0068145449841079935,0.0,0.004299535571024411,2.3139206151611633,0.0038700917393201233,4300.535571024411,0.004299535571024411
