config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.35,0.5,0.35,0.31067821067821066,0.013266475917064294,0.009254552529562504
tier0_tier1,20,0.1,0.55,0.1,0.0808080808080808,0.014346383005727065,0.01132309791116129
tier0_tier1_tier2,20,0.2,0.45,0.2,0.14545454545454545,0.012114894291512676,0.011720319078261175
