feature_profile,profile_label,global_dir,holdout_dir,base_roc_auc,base_pr_auc,wc_roc_auc,wc_pr_auc,holdout_mean_pr_auc,holdout_worst_pr_auc,holdout_mean_roc_auc,holdout_mean_pr_auc_wc,holdout_worst_pr_auc_wc,holdout_mean_roc_auc_wc,pooled_holdout_pr_auc,pooled_holdout_roc_auc,pooled_holdout_pr_auc_wc,pooled_holdout_roc_auc_wc,runtime_s
mixed,Mixed,/Users/hsiaopingni/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_full,/Users/hsiaopingni/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_full_holdout,0.85,0.9591804774602762,1.0,1.0000000000000002,0.8741666666666666,0.81,0.45,1.0,1.0,1.0,0.8065009028620382,0.3625,1.0000000000000002,1.0,30.10418049999862
