protocol,config,n_cases,n_features,roc_auc_mean_score,pr_auc_mean_score,roc_auc_wc_mean_score,pr_auc_wc_mean_score,uncertainty_auc,uncertainty_pr_auc,uncertainty_log_auc,uncertainty_log_pr_auc,benign_mean_score_std,anomaly_mean_score_std,benign_p95_score_std,benign_over_p95_rate,anomaly_over_benign_p95_rate,benign_mean_log_score_std,anomaly_mean_log_score_std,benign_p95_log_score_std,benign_over_p95_log_rate,anomaly_over_benign_p95_log_rate,mean_alert_probability_benign,mean_alert_probability_anomaly
global,tier0,24,46,0.4375,0.8123886021193027,1.0,1.0000000000000002,0.35,0.7795853184464538,0.35,0.7795853184464538,0.15832760297918996,0.12711213518988487,0.24400634539900007,0.25,0.05,0.06304502337992204,0.05112191308200544,0.09475732420657111,0.25,0.05,0.5833333333333333,0.6041666666666667
global,tier0_tier1,24,57,0.575,0.8799720354875826,1.0,1.0000000000000002,0.3875,0.82073250459364,0.3875,0.82073250459364,0.0009612098675680048,0.03218554440833689,0.0015245538659500223,0.25,0.1,0.0004172124372070022,0.01091770943890107,0.0006615846693675236,0.25,0.1,0.5833333333333334,0.7
global,tier0_tier1_tier2,24,64,0.7875,0.9360912780123811,1.0,1.0000000000000002,0.5375,0.8790812150619157,0.5375,0.8790812150619157,0.278925135196037,1.036914687672259,0.9480977110181535,0.25,0.25,0.0813821064712684,0.1346660144599543,0.27659157441093185,0.25,0.25,0.47916666666666663,0.6208333333333333
workload_holdout,tier0,24,46,0.425,0.8146519185130539,1.0,1.0000000000000002,0.3375,0.792373918735054,0.3375,0.792373918735054,143187428.38928944,114308317.44277585,486837256.2659509,0.25,0.05,2.2229937522663024,2.1847701691181,7.452251816334964,0.25,0.25,1.0,0.8625
workload_holdout,tier0_tier1,24,57,0.475,0.8383280596234055,1.0,1.0000000000000002,0.5375,0.8817929719041072,0.5375,0.8817929719041072,0.0025533049562555523,0.034186365868134026,0.005162329011476553,0.25,0.2,0.0011066472713802582,0.011771524762804807,0.0022360267192482147,0.25,0.2,1.0,0.9416666666666668
workload_holdout,tier0_tier1_tier2,24,64,0.5875,0.8575242493555859,1.0,1.0000000000000002,0.6499999999999999,0.9017627644636663,0.6499999999999999,0.9017627644636663,12274709.965181861,12274711.119569253,41734013.873611264,0.25,0.25,1.9238821532605508,2.0604948188112013,6.537728332294522,0.25,0.25,1.0,0.925
