config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.3,0.4,0.3,0.23353535353535354,0.013292689163987775,0.009813600661365003
tier0_tier1,20,0.1,0.55,0.1,0.08444444444444445,0.01467009435309689,0.012643129098406952
tier0_tier1_tier2,20,0.25,0.5,0.25,0.2121212121212121,0.015216624443741616,0.01247103340907987
