stressor,dominant_mechanism_mode,compute_share,memory_io_share,thermal_power_share,scheduler_runtime_share,platform_pressure_share
ATOMIC,memory_io,0.24217341887088933,0.3014074629677544,0.07188970450300548,0.23436855731799947,0.15016085634035126
BRANCH,memory_io,0.1960924050302626,0.3557684160435135,0.04874213871118944,0.25299609388239874,0.14640094633263576
CACHE,memory_io,0.3689982337412971,0.3097165812012789,0.04777554370148529,0.1827504482061583,0.0907591931497804
MEMBW,memory_io,0.2114811432559961,0.3442319320368834,0.06531826846800792,0.22724798568082888,0.1517206705582837
TLB,memory_io,0.22920528959084718,0.3203300811068136,0.07452034601794355,0.2339593848632171,0.14198489842117856
