config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.25,2.7551020408163267,4.591836734693878,0.35,33.0,377.80000000000024,0.3,0.3,0.3,full
tier0_tier1,0.25,2.7551020408163267,4.591836734693878,0.7,30.5,884.5000000000001,0.5,0.5,0.55,full
tier0_tier1_tier2,0.25,1.836734693877551,3.673469387755102,1.0,22.0,641.3000000000003,0.75,0.75,0.85,full
