feature_profile,stressor,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,median_neg_score,median_pos_score,median_neg_score_wc,median_pos_score_wc,pos_neg_ratio,pos_neg_diff,pos_neg_ratio_wc,pos_neg_diff_wc
mixed,ATOMIC,0.8125,0.8041666666666667,1.0,1.0,4.5032760668370765e-05,9.232746817886536e-05,0.0,4.517000795817863e-05,2.0274141029953676,4.729470751049459e-05,46.17000795817863,4.517000795817863e-05
mixed,BRANCH,0.9375,0.95,1.0,1.0,4.5032760668370765e-05,0.00017154696056325414,0.0,0.00012203640809331973,3.748351349299188,0.00012651419989488338,123.03640809331972,0.00012203640809331973
mixed,CACHE,0.8125,0.8041666666666667,1.0,1.0,4.5032760668370765e-05,9.508174526051515e-05,0.0,5.355829841875645e-05,2.087247079372608,5.004898459214438e-05,54.55829841875645,5.355829841875645e-05
mixed,MEMBW,0.9375,0.95,1.0,1.0,4.5032760668370765e-05,0.00015478264095558546,0.0,8.92174792873839e-05,3.384168985168516,0.0001097498802872147,90.21747928738391,8.92174792873839e-05
mixed,TLB,0.75,0.6791666666666667,1.0,1.0,4.5032760668370765e-05,0.00010628456809627518,0.0,5.3004085818747504e-05,2.330613383567732,6.125180742790442e-05,54.004085818747505,5.3004085818747504e-05
