stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.689690299219211,0.15826436667317484,0.1520453341076143,tier0,mixed
BRANCH,0.7593708169710719,0.09407719155319703,0.14655199147573106,tier0,mixed
CACHE,0.5372084827404113,0.3568591168649474,0.10593240039464122,tier0,mixed
MEMBW,0.7793759304045826,0.09904616144622205,0.12157790814919538,tier0,mixed
TLB,0.6962379961838547,0.1484115441051001,0.15535045971104516,tier0,mixed
