config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.3,0.55,0.3,0.28145743145743146,0.014851042279690353,0.012720107038069015,mixed
tier0_tier1,20,0.1,0.3,0.1,0.05714285714285714,0.07677525843655164,0.043236771941460986,mixed
tier0_tier1_tier2,20,0.2,0.45,0.2,0.18095238095238092,0.054875278392602714,0.013979711382490614,mixed
