stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.5511521746236878,0.26398613571920687,0.18486168965710523,tier0,full
BRANCH,0.5853379998771313,0.21848744237695147,0.19617455774591713,tier0,full
CACHE,0.44293399311894877,0.19680737630623293,0.3602586305748183,tier0,full
MEMBW,0.5990309868400454,0.23261349834442158,0.16835551481553288,tier0,full
TLB,0.5221012830285476,0.27525666320758957,0.20264205376386288,tier0,full
