feature_profile,config,n_cases,n_features,fit_eval_seconds,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr_run_alert,tpr_run_alert,median_nominal_score,median_anomaly_score,median_nominal_score_wc,median_anomaly_score_wc
mixed,tier0,24,46,2.466142624965869,0.7749999999999999,0.9197342292640279,1.0,1.0000000000000002,0.25,0.35,0.01554385474613917,0.03179070057116458,0.0,0.01656655500089891
mixed,tier0_tier1,24,57,2.8441882920451462,0.8375,0.9600396907107938,1.0,1.0000000000000002,0.25,0.65,4.586557574082871e-05,0.00011066678194316743,0.0,4.649055804815979e-05
mixed,tier0_tier1_tier2,24,64,3.323649875004776,0.8625,0.9665614298412286,1.0,1.0000000000000002,0.25,0.7,4.804863638014272e-05,0.00011919359419447667,0.0,5.555297303936176e-05
