config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.3,0.6,0.3,0.2606782106782107,0.013100275553700271,0.00889387620895192,mixed
tier0_tier1,20,0.1,0.3,0.1,0.05714285714285714,0.09695494299694564,0.03975639777597233,mixed
tier0_tier1_tier2,20,0.05,0.35,0.05,0.06666666666666667,0.10009235451765656,0.02624818236014871,mixed
