true_stressor,CACHE,TLB,BRANCH,MEMBW,ATOMIC
CACHE,1,1,0,0,2
TLB,2,0,1,1,0
BRANCH,2,0,0,2,0
MEMBW,0,1,1,1,1
ATOMIC,1,1,0,1,1
