config,benign_run_alert_rate,benign_run_keep_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s
tier0,0.25,0.75,26.80851063829787,28.72340425531915,0.3,79.5,825.0,0.2,0.2,0.2
tier0_tier1,0.25,0.75,23.93617021276596,25.851063829787233,0.55,62.0,874.0,0.35,0.35,0.4
tier0_tier1_tier2,0.25,0.75,23.93617021276596,25.851063829787233,0.95,62.0,821.0,0.6,0.6,0.65
