config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.2,0.6,0.2,0.16636363636363635,0.018994478583955036,0.017725121789106332,mixed
tier0_tier1,20,0.15,0.2,0.15,0.1282051282051282,0.08328667563084674,0.06495794697765848,mixed
tier0_tier1_tier2,20,0.15,0.45,0.15,0.17047619047619048,0.06426989473207075,0.0240701821684393,mixed
