config,benign_run_alert_rate,benign_run_keep_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s
tier0,0.25,0.75,137.31958762886597,141.03092783505156,0.45,34.0,610.0,0.3,0.3,0.4
tier0_tier1,0.25,0.75,136.39175257731958,140.10309278350516,0.8,239.5,855.5,0.4,0.4,0.6
tier0_tier1_tier2,0.25,0.75,136.39175257731958,140.10309278350516,0.85,76.0,705.0,0.5,0.5,0.7
