feature_profile,config,n_cases,n_features,fit_eval_seconds,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,fpr_run_alert,tpr_run_alert,median_nominal_score,median_anomaly_score,median_nominal_score_wc,median_anomaly_score_wc
full,tier0,24,46,2.380554708011914,0.8,0.9318987314285302,1.0,1.0000000000000002,0.0,0.3,0.010298809371134551,0.02257982244603634,0.0,0.012186014479950647
full,tier0_tier1,24,64,3.1591567079885863,0.825,0.9550396907107939,1.0,1.0000000000000002,0.0,0.6,0.014716316610595822,0.04473767660771574,0.0,0.021226496564190893
full,tier0_tier1_tier2,24,75,3.6417217919952236,0.975,0.9951190476190477,1.0,1.0000000000000002,0.0,0.95,0.0029835179538554683,0.008434962716254225,0.0,0.004671836484014541
