config,benign_run_alert_rate,benign_run_keep_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s
tier0,0.25,0.75,65.1063829787234,67.02127659574468,0.3,75.5,726.5,0.2,0.2,0.2
tier0_tier1,0.25,0.75,63.191489361702125,65.1063829787234,0.6,78.0,813.3000000000001,0.4,0.4,0.45
tier0_tier1_tier2,0.25,0.75,62.234042553191486,64.14893617021276,0.95,62.0,668.5999999999999,0.65,0.7,0.8
