true_stressor,CACHE,TLB,BRANCH,MEMBW,ATOMIC,ABSTAIN
CACHE,1,0,0,0,1,2
TLB,0,0,0,0,1,3
BRANCH,1,0,0,0,1,2
MEMBW,1,0,0,0,1,2
ATOMIC,1,1,0,0,1,1
