stage,status,gain,block_B,alpha,persist_k,roc_auc_wc,pr_auc_wc,pr_auc,roc_auc,anomaly_detect_rate,benign_run_alert_rate,benign_run_keep_rate,median_time_to_detect_s,diag_source,diag_top1_acc,diag_top2_acc,diag_macro_f1,diag_selective_top2_acc,diag_selective_coverage,diag_mechanism_top1_proxy,diag_mechanism_top2_proxy,diag_mechanism_top3_proxy,feature_profile,selection_mode,out_dir,diag_strong_score,has_diag_over_0_8,alert_utility
alpha_persist,ok,0.2,45,0.02,2,1.0,1.0000000000000002,0.9591804774602762,0.85,0.45,0.0,1.0,46.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.02_k2,1.0,1,0.7198260073260074
alpha_persist,ok,0.2,45,0.02,3,1.0,1.0000000000000002,0.9591804774602762,0.85,0.45,0.0,1.0,47.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.02_k3,1.0,1,0.7198260073260074
alpha_persist,ok,0.2,45,0.02,4,1.0,1.0000000000000002,0.9591804774602762,0.85,0.45,0.0,1.0,48.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.02_k4,1.0,1,0.7198260073260074
alpha_persist,ok,0.2,45,0.02,5,1.0,1.0000000000000002,0.9591804774602762,0.85,0.45,0.0,1.0,49.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.02_k5,1.0,1,0.7198260073260074
alpha_persist,ok,0.2,45,0.02,7,1.0,1.0000000000000002,0.9591804774602762,0.85,0.45,0.0,1.0,51.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.02_k7,1.0,1,0.7198260073260074
alpha_persist,ok,0.2,45,0.05,1,1.0,1.0000000000000002,0.9591804774602762,0.85,0.5,0.0,1.0,62.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.05_k1,1.0,1,0.7698260073260073
alpha_persist,ok,0.2,45,0.05,2,1.0,1.0000000000000002,0.9591804774602762,0.85,0.5,0.0,1.0,63.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.05_k2,1.0,1,0.7698260073260073
alpha_persist,ok,0.2,45,0.05,3,1.0,1.0000000000000002,0.9591804774602762,0.85,0.5,0.0,1.0,64.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.05_k3,1.0,1,0.7698260073260073
alpha_persist,ok,0.2,45,0.05,4,1.0,1.0000000000000002,0.9591804774602762,0.85,0.5,0.0,1.0,65.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.05_k4,1.0,1,0.7698260073260073
alpha_persist,ok,0.2,45,0.05,5,1.0,1.0000000000000002,0.9591804774602762,0.85,0.5,0.0,1.0,66.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.05_k5,1.0,1,0.7698260073260073
alpha_persist,ok,0.2,45,0.05,7,1.0,1.0000000000000002,0.9591804774602762,0.85,0.5,0.0,1.0,68.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.05_k7,1.0,1,0.7698260073260073
alpha_persist,ok,0.2,45,0.08,1,1.0,1.0000000000000002,0.9591804774602762,0.85,0.65,0.0,1.0,45.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.08_k1,1.0,1,0.9198260073260074
alpha_persist,ok,0.2,45,0.08,2,1.0,1.0000000000000002,0.9591804774602762,0.85,0.65,0.0,1.0,46.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.08_k2,1.0,1,0.9198260073260074
alpha_persist,ok,0.2,45,0.08,3,1.0,1.0000000000000002,0.9591804774602762,0.85,0.65,0.0,1.0,47.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.08_k3,1.0,1,0.9198260073260074
alpha_persist,ok,0.2,45,0.08,4,1.0,1.0000000000000002,0.9591804774602762,0.85,0.65,0.0,1.0,48.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.08_k4,1.0,1,0.9198260073260074
alpha_persist,ok,0.2,45,0.08,5,1.0,1.0000000000000002,0.9591804774602762,0.85,0.65,0.0,1.0,49.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.08_k5,1.0,1,0.9198260073260074
alpha_persist,ok,0.2,45,0.08,7,1.0,1.0000000000000002,0.9591804774602762,0.85,0.65,0.0,1.0,51.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.08_k7,1.0,1,0.9198260073260074
alpha_persist,ok,0.2,45,0.1,1,1.0,1.0000000000000002,0.9591804774602762,0.85,0.75,0.0,1.0,45.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.1_k1,1.0,1,1.0198260073260073
alpha_persist,ok,0.2,45,0.1,2,1.0,1.0000000000000002,0.9591804774602762,0.85,0.75,0.0,1.0,46.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.1_k2,1.0,1,1.0198260073260073
alpha_persist,ok,0.2,45,0.1,3,1.0,1.0000000000000002,0.9591804774602762,0.85,0.75,0.0,1.0,47.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.1_k3,1.0,1,1.0198260073260073
alpha_persist,ok,0.2,45,0.1,4,1.0,1.0000000000000002,0.9591804774602762,0.85,0.75,0.0,1.0,48.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.1_k4,1.0,1,1.0198260073260073
alpha_persist,ok,0.2,45,0.1,5,1.0,1.0000000000000002,0.9591804774602762,0.85,0.75,0.0,1.0,49.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.1_k5,1.0,1,1.0198260073260073
alpha_persist,ok,0.2,45,0.1,7,1.0,1.0000000000000002,0.9591804774602762,0.85,0.75,0.0,1.0,51.0,feature-level,0.55,0.75,0.5732600732600732,1.0,0.1,0.9166666666666666,0.9833333333333333,1.0,mixed,diagnosis_low_fp,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_tuning/runs/g0.2_B45_a0.1_k7,1.0,1,1.0198260073260073
