config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.35,0.6,0.35,0.32142857142857145,0.022550503368328804,0.016911785232763217,mixed
tier0_tier1,20,0.25,0.5,0.25,0.1657142857142857,0.016127096740428445,0.014359240160404671,mixed
tier0_tier1_tier2,20,0.3,0.7,0.3,0.2742368742368742,0.013596576294662965,0.009471592895247863,mixed
