stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.6923458193521347,0.17003359400138862,0.1376205866464765,tier0,mixed
BRANCH,0.7700362755410262,0.09727013132861898,0.13269359313035484,tier0,mixed
CACHE,0.546836018457876,0.3574632098548059,0.09570077168731803,tier0,mixed
MEMBW,0.7927022772731808,0.10097935360683956,0.10631836911997973,tier0,mixed
TLB,0.7082461233243644,0.1525223646762609,0.13923151199937472,tier0,mixed
