config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.6,0.8,0.5,0.4218181818181818,0.03426699927883327,0.03594278639150987,mixed
tier0_tier1,20,0.5,0.75,0.4444444444444445,0.3567447045707916,0.025808345931267428,0.030214972122981312,mixed
tier0_tier1_tier2,20,0.5,0.75,0.5,0.4490842490842491,0.02595727891776432,0.02741419215442091,mixed
