stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.6190308964848954,0.26541176398115707,0.11555733953394756,tier0,full
BRANCH,0.6454449617494951,0.222017269368886,0.1325377688816189,tier0,full
CACHE,0.5094191984452886,0.21127708725732552,0.2793037142973859,tier0,full
MEMBW,0.6622269176694711,0.23513897104092624,0.1026341112896028,tier0,full
TLB,0.5899521428173594,0.2809955335176649,0.12905232366497574,tier0,full
