config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.6,0.8,0.5,0.4218181818181818,0.038262063786692016,0.03594209155099061,full
tier0_tier1,20,0.45,0.75,0.36111111111111116,0.30735930735930733,0.021374522971353276,0.02218230822694879,full
tier0_tier1_tier2,20,0.45,0.95,0.47222222222222227,0.4444444444444444,0.018868804838065672,0.015007239279289819,full
