config,benign_run_alert_rate,benign_run_keep_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s
tier0,0.25,0.75,26.90721649484536,26.90721649484536,0.3,54.5,716.5,0.2,0.2,0.2
tier0_tier1,0.25,0.75,27.835051546391753,27.835051546391753,0.55,79.0,819.0,0.3,0.3,0.4
tier0_tier1_tier2,0.25,0.75,26.90721649484536,26.90721649484536,0.6,241.5,801.1,0.3,0.3,0.45
