stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode
ATOMIC,0.7835377567961921,0.11057099686334022,0.10589124634046762,tier0
BRANCH,0.8423069529459657,0.060326604384895316,0.09736644266913902,tier0
CACHE,0.5928847545974248,0.32829827968120795,0.07881696572136726,tier0
MEMBW,0.8496921528411638,0.06626032358230817,0.08404752357652806,tier0
TLB,0.7804103215347236,0.10727432779850117,0.11231535066677525,tier0
