config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.25,0.5,0.25,0.2431746031746032,0.01690896838759222,0.01135401001042162,mixed
tier0_tier1,20,0.15,0.35,0.15,0.1282051282051282,0.11173822978431028,0.0666471425154166,mixed
tier0_tier1_tier2,20,0.1,0.35,0.1,0.1,0.0984407115422665,0.02783463971311856,mixed
