true_stressor,CACHE,TLB,BRANCH,MEMBW,ATOMIC
CACHE,0,2,1,0,1
TLB,2,0,1,1,0
BRANCH,1,2,0,1,0
MEMBW,0,1,1,1,1
ATOMIC,1,1,1,0,1
