config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.0,0.0,0.0,0.3,93.0,456.5,0.25,0.25,0.25,full
tier0_tier1,0.0,0.0,0.0,0.55,93.0,836.0,0.45,0.45,0.45,full
tier0_tier1_tier2,0.0,0.0,0.0,0.95,93.0,555.3999999999997,0.75,0.75,0.85,full
