config,benign_run_alert_rate,benign_persist_alerts_per_hour,benign_block_alerts_per_hour,anomaly_detect_rate,median_time_to_detect_s,p90_time_to_detect_s,detect_within_120s,detect_within_300s,detect_within_600s,feature_profile
tier0,0.25,1.8556701030927836,3.711340206185567,0.3,54.0,599.0,0.2,0.2,0.25,mixed
tier0_tier1,0.0,0.0,0.9278350515463918,0.55,43.0,820.0,0.35,0.35,0.45,mixed
tier0_tier1_tier2,0.0,0.0,0.0,0.55,37.0,818.0,0.35,0.35,0.45,mixed
