config,n_cases,top1_acc,top2_acc,family_acc,balanced_acc,macro_f1,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_margin_to_second,median_margin_to_second,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,feature_profile
tier0,20,0.4,0.6,0.5,0.4,0.36875901875901873,0.55,0.45,0.36363636363636365,0.5454545454545454,0.26666666666666666,0.23809523809523808,-0.01990437708355766,0.0035628181043310253,0.01710299433165736,0.016506185619050054,0.011352006237876407,-0.08841312401692769,full
tier0_tier1,20,0.25,0.35,0.5,0.25,0.21333333333333332,0.35,0.65,0.14285714285714285,0.2857142857142857,0.25,0.13333333333333333,0.0017095784620815234,0.02505412202271362,0.02244953374823467,0.017471395441848843,0.005200995955517785,0.19946076698598808,full
tier0_tier1_tier2,20,0.2,0.3,0.4,0.2,0.15042735042735042,0.55,0.45,0.09090909090909091,0.2727272727272727,0.06666666666666667,0.04444444444444444,-0.017264916945021774,-0.01896754533091849,0.02022414109013835,0.016844901045333965,0.005209567822916891,-0.11340269039544068,full
