feature_profile,stressor,roc_auc,pr_auc,roc_auc_wc,pr_auc_wc,median_neg_score,median_pos_score,median_neg_score_wc,median_pos_score_wc,pos_neg_ratio,pos_neg_diff,pos_neg_ratio_wc,pos_neg_diff_wc
full,ATOMIC,0.9375,0.95,1.0,1.0,0.002902700332551836,0.00744937269810694,0.0,0.004473017166490603,2.5658201070491966,0.004546672365555104,4474.017166490603,0.004473017166490603
full,BRANCH,1.0,1.0,1.0,1.0,0.002902700332551836,0.00860176186352573,0.0,0.006235869654462169,2.962689285490225,0.005699061530973893,6236.86965446217,0.006235869654462169
full,CACHE,0.9375,0.95,1.0,1.0,0.002902700332551836,0.009722354263371041,0.0,0.0065852665662129726,3.348608034502631,0.006819653930819205,6586.266566212973,0.0065852665662129726
full,MEMBW,1.0,1.0,1.0,1.0,0.002902700332551836,0.009090551309373454,0.0,0.005378306506322853,3.131022580895459,0.006187850976821618,5379.306506322853,0.005378306506322853
full,TLB,1.0,1.0,1.0,1.0,0.002902700332551836,0.0066043529308596315,0.0,0.004585042355813687,2.2748053085266897,0.0037016525983077954,4586.042355813687,0.004585042355813687
