feature_profile,profile_label,global_dir,holdout_dir,base_roc_auc,base_pr_auc,wc_roc_auc,wc_pr_auc,holdout_mean_pr_auc,holdout_worst_pr_auc,holdout_mean_roc_auc,holdout_mean_pr_auc_wc,holdout_worst_pr_auc_wc,holdout_mean_roc_auc_wc,pooled_holdout_pr_auc,pooled_holdout_roc_auc,pooled_holdout_pr_auc_wc,pooled_holdout_roc_auc_wc,runtime_s
full,Full,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_full_full,/Users/hsiaopingni/Documents/DICE/data generation/dataset/ITC_M2Pro_DATA/results_dice_full_full_holdout,0.95,0.9897096908939014,1.0,1.0000000000000002,0.8075,0.71,0.3,1.0,1.0,1.0,0.7503971016924476,0.2375,1.0000000000000002,1.0,31.728051000012783
