stressor,dominant_mechanism_mode,compute_share,memory_io_share,thermal_power_share,scheduler_runtime_share,platform_pressure_share,feature_profile
ATOMIC,memory_io,0.18419453691483725,0.41421212310760896,0.052629453962041176,0.24651616212293695,0.10244772389257563,mixed
BRANCH,memory_io,0.15692291528236685,0.44325506663656017,0.03096253747211798,0.22902996684270163,0.13982951376625335,mixed
CACHE,memory_io,0.39399940511539827,0.2956238109148391,0.044715899921085975,0.17852425823626464,0.08713662581241219,mixed
MEMBW,memory_io,0.1502871485017814,0.46399513033648915,0.0354922352916203,0.2095980274137455,0.1406274584563637,mixed
TLB,memory_io,0.20443858388748237,0.4013180309264959,0.049065573292603616,0.23508686644708335,0.11009094544633476,mixed
