stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.5789143449916406,0.264961665004661,0.1561239900036985,tier0,full
BRANCH,0.6077796730931678,0.21894271823889522,0.17327760866793696,tier0,full
CACHE,0.4711424506417784,0.20112826691943386,0.3277292824387877,tier0,full
MEMBW,0.6233117944498755,0.23566582234369057,0.14102238320643398,tier0,full
TLB,0.5500793125033784,0.27692805879753446,0.17299262869908716,tier0,full
