config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.06848721763593987,17,0.85,0.15000000000000002,0.29411764705882354,0.6470588235294118,0.26666666666666666,0.20909090909090908,full
tier0,conf_0.00,0.0,16,0.8,0.19999999999999996,0.25,0.625,0.25,0.18888888888888888,full
tier0,conf_0.05,0.05,12,0.6,0.4,0.16666666666666666,0.5833333333333334,0.16666666666666666,0.13333333333333333,full
tier0,conf_0.10,0.1,12,0.6,0.4,0.16666666666666666,0.5833333333333334,0.16666666666666666,0.13333333333333333,full
tier0,conf_0.15,0.15,5,0.25,0.75,0.2,0.6,0.25,0.13333333333333333,full
tier0,conf_0.20,0.2,4,0.2,0.8,0.25,0.5,0.3333333333333333,0.13333333333333333,full
tier0,conf_0.25,0.25,0,0.0,1.0,,,,,full
tier0_tier1,conf_0.00,0.0,11,0.55,0.44999999999999996,0.2727272727272727,0.5454545454545454,0.2333333333333333,0.18,full
tier0_tier1,trained,0.02444661281507363,10,0.5,0.5,0.2,0.5,0.2,0.14666666666666667,full
tier0_tier1,conf_0.05,0.05,9,0.45,0.55,0.2222222222222222,0.5555555555555556,0.25,0.16,full
tier0_tier1,conf_0.10,0.1,7,0.35,0.65,0.14285714285714285,0.5714285714285714,0.25,0.1,full
tier0_tier1,conf_0.15,0.15,5,0.25,0.75,0.0,0.4,0.0,0.0,full
tier0_tier1,conf_0.20,0.2,2,0.1,0.9,0.0,0.5,0.0,0.0,full
tier0_tier1,conf_0.25,0.25,2,0.1,0.9,0.0,0.5,0.0,0.0,full
tier0_tier1_tier2,trained,-0.1429573147986302,18,0.9,0.09999999999999998,0.2777777777777778,0.3888888888888889,0.3,0.27999999999999997,full
tier0_tier1_tier2,conf_0.00,0.0,12,0.6,0.4,0.25,0.3333333333333333,0.26666666666666666,0.29999999999999993,full
tier0_tier1_tier2,conf_0.05,0.05,8,0.4,0.6,0.375,0.375,0.375,0.36666666666666664,full
tier0_tier1_tier2,conf_0.10,0.1,5,0.25,0.75,0.2,0.2,0.25,0.2,full
tier0_tier1_tier2,conf_0.15,0.15,5,0.25,0.75,0.2,0.2,0.25,0.2,full
tier0_tier1_tier2,conf_0.20,0.2,2,0.1,0.9,0.0,0.0,0.0,0.0,full
tier0_tier1_tier2,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,full
