config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.4,0.6,0.4,0.3224242424242424,0.02381130781277701,0.018227868680320614,full
tier0_tier1,20,0.2,0.35,0.2,0.1641025641025641,0.013377750711608193,0.011184355065966226,full
tier0_tier1_tier2,20,0.3,0.4,0.3,0.2,0.023668645653251573,0.02129448307508411,full
