config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.3,0.45,0.3,0.2971428571428571,0.016699186434824133,0.013016590513969375,full
tier0_tier1,20,0.15,0.4,0.15,0.146031746031746,0.10760750396853036,0.05179915772614792,full
tier0_tier1_tier2,20,0.1,0.35,0.1,0.08,0.016701504530376048,0.014992143814178835,full
