stressor,dominant_mechanism_mode,compute_share,memory_io_share,thermal_power_share,scheduler_runtime_share,platform_pressure_share,feature_profile
ATOMIC,memory_io,0.2653854910037904,0.40072073070722525,0.09723426059995083,0.2007982999907764,0.03586121769825708,mixed
BRANCH,memory_io,0.2424814350504219,0.469562779369259,0.05236584172279679,0.18629722464926513,0.049292719208257216,mixed
CACHE,compute,0.4685591598986491,0.27521333972097156,0.06870366323745943,0.13334868531490376,0.05417515182801611,mixed
MEMBW,memory_io,0.23468403216996317,0.48682983550167613,0.05741274139604407,0.15842737313798982,0.06264601779432671,mixed
TLB,memory_io,0.29941642314604167,0.40649525304090506,0.07952452855942568,0.1834268208301677,0.03113697442345979,mixed
