config,gate_label,confidence_threshold,n_kept,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,feature_profile
tier0,trained,-0.06160862366891025,12,0.6,0.4,0.4166666666666667,0.5833333333333334,0.3333333333333333,0.30476190476190473,mixed
tier0,conf_0.00,0.0,11,0.55,0.44999999999999996,0.36363636363636365,0.5454545454545454,0.26666666666666666,0.23809523809523808,mixed
tier0,conf_0.05,0.05,9,0.45,0.55,0.4444444444444444,0.6666666666666666,0.26666666666666666,0.25142857142857145,mixed
tier0,conf_0.10,0.1,5,0.25,0.75,0.4,0.6,0.4444444444444444,0.2333333333333333,mixed
tier0,conf_0.15,0.15,3,0.15,0.85,0.3333333333333333,0.6666666666666666,0.5,0.2,mixed
tier0,conf_0.20,0.2,3,0.15,0.85,0.3333333333333333,0.6666666666666666,0.5,0.2,mixed
tier0,conf_0.25,0.25,1,0.05,0.95,0.0,0.0,0.0,0.0,mixed
tier0_tier1,trained,-0.12208151643955438,11,0.55,0.44999999999999996,0.36363636363636365,0.45454545454545453,0.3333333333333333,0.26666666666666666,mixed
tier0_tier1,conf_0.00,0.0,9,0.45,0.55,0.2222222222222222,0.3333333333333333,0.3,0.2,mixed
tier0_tier1,conf_0.05,0.05,5,0.25,0.75,0.0,0.2,0.0,0.0,mixed
tier0_tier1,conf_0.10,0.1,5,0.25,0.75,0.0,0.2,0.0,0.0,mixed
tier0_tier1,conf_0.15,0.15,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
tier0_tier1,conf_0.20,0.2,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1,conf_0.25,0.25,3,0.15,0.85,0.0,0.3333333333333333,0.0,0.0,mixed
tier0_tier1_tier2,trained,-0.0372926384875454,14,0.7,0.30000000000000004,0.07142857142857142,0.35714285714285715,0.06666666666666667,0.06666666666666667,mixed
tier0_tier1_tier2,conf_0.00,0.0,13,0.65,0.35,0.07692307692307693,0.3076923076923077,0.06666666666666667,0.08,mixed
tier0_tier1_tier2,conf_0.05,0.05,10,0.5,0.5,0.1,0.3,0.1,0.1,mixed
tier0_tier1_tier2,conf_0.10,0.1,8,0.4,0.6,0.0,0.25,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.15,0.15,5,0.25,0.75,0.0,0.2,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.20,0.2,5,0.25,0.75,0.0,0.2,0.0,0.0,mixed
tier0_tier1_tier2,conf_0.25,0.25,4,0.2,0.8,0.0,0.25,0.0,0.0,mixed
