config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.4,0.6,0.4,0.3224242424242424,0.023627003763476838,0.017759733086398083,mixed
tier0_tier1,20,0.35,0.6,0.35,0.2512820512820513,0.02348050415684811,0.022677236920525395,mixed
tier0_tier1_tier2,20,0.5,0.6,0.5,0.48659340659340666,0.02052346190223222,0.017932436879315727,mixed
