stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.7001250643561159,0.16847088599121685,0.13140404965266733,tier0,mixed
BRANCH,0.7768567964813822,0.09676720800677534,0.12637599551184253,tier0,mixed
CACHE,0.5517839400693978,0.35653928521677297,0.09167677471382918,tier0,mixed
MEMBW,0.799138830507383,0.10158475905204237,0.0992764104405745,tier0,mixed
TLB,0.716018026333473,0.15205757046439644,0.13192440320213053,tier0,mixed
