config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.35,0.65,0.35,0.3614285714285714,0.014288229614178827,0.014917451991625167,mixed
tier0_tier1,20,0.25,0.5,0.25,0.2342857142857143,0.015460892691889628,0.011837175857666735,mixed
tier0_tier1_tier2,20,0.2,0.6,0.2,0.18636363636363637,0.015353662964932254,0.013831973496972155,mixed
