stressor,dominant_mechanism_mode,compute_share,memory_io_share,thermal_power_share,scheduler_runtime_share,platform_pressure_share,feature_profile
ATOMIC,memory_io,0.2651548904931955,0.42538803350370646,0.06865689688242413,0.20567605672893188,0.03512412239174194,mixed
BRANCH,memory_io,0.23975113359726896,0.48763140714551606,0.04451782181924205,0.18452601068978866,0.04357362674818432,mixed
CACHE,memory_io,0.45363000173856394,0.3075230956424868,0.057137585122204376,0.1368893899719675,0.044819927524777495,mixed
MEMBW,memory_io,0.22022546871234944,0.5145455798528318,0.05160264414289036,0.15909829779495277,0.05452800949697564,mixed
TLB,memory_io,0.2885273675312867,0.43275647210600315,0.062219206538342925,0.18562370612607448,0.03087324769829271,mixed
