stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.7157053081792972,0.12960752402592343,0.1546871677947794,tier0,mixed
BRANCH,0.7667901954000316,0.08439272989778966,0.1488170747021788,tier0,mixed
CACHE,0.544495565721637,0.34759253220759806,0.10791190207076497,tier0,mixed
MEMBW,0.7805279158743903,0.09185903757577278,0.12761304654983688,tier0,mixed
TLB,0.7076888539357313,0.13112029438092768,0.16119085168334102,tier0,mixed
