config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second
tier0,20,0.25,0.45,0.25,0.2116161616161616,0.008811794285026629,0.004277157998103763
tier0_tier1,20,0.15,0.4,0.15,0.13333333333333333,0.011983086870082805,0.007853678134931659
tier0_tier1_tier2,20,0.2,0.45,0.2,0.14545454545454545,0.017228715362301753,0.015031154504364493
