stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.6279530232189301,0.26604300340392995,0.10600397337713989,tier0,full
BRANCH,0.6612711550712123,0.21395766081666268,0.12477118411212502,tier0,full
CACHE,0.5437532188602088,0.21001046117709796,0.24623631996269318,tier0,full
MEMBW,0.6682011684888493,0.23894319979395628,0.09285563171719453,tier0,full
TLB,0.6097681191005486,0.2729622418922446,0.11726963900720683,tier0,full
