config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.2,0.6,0.2,0.18598290598290598,0.016527351507829746,0.019283335050272507,full
tier0_tier1,20,0.2,0.45,0.2,0.19285714285714287,0.018123700693029435,0.017652809949221138,full
tier0_tier1_tier2,20,0.1,0.3,0.1,0.10714285714285714,0.021913710616336908,0.0226005913286855,full
