idx,ane_power_w,cpu_avg_freq_mhz,cpu_power_w,cpu_residency_active_pct,cpu_temp_c,cpu_usage_pct,fan_rpm,gpu_avg_freq_mhz,gpu_power_w,gpu_residency_active_pct,gpu_temp_c,gpu_usage_pct,soc_temp_c
0,0.0,1892.0,0.8304821252822876,36.99,33.79603958129883,1756.0,0.0,1367.0,0.0003971024707425,100.0,45.77420425415039,111.0,0.0
1,0.0,1892.0,0.8304821252822876,36.99,33.79603958129883,1756.0,0.0,1367.0,0.0003971024707425,100.0,45.77420425415039,111.0,0.0
2,0.0,1892.0,0.8304821252822876,36.99,33.79603958129883,1756.0,0.0,1367.0,0.0003971024707425,100.0,45.77420425415039,111.0,0.0
3,0.0,1892.0,0.8304821252822876,36.99,33.79603958129883,1756.0,0.0,1367.0,0.0003971024707425,100.0,45.77420425415039,111.0,0.0
4,0.0,1892.0,0.8304821252822876,36.99,33.79603958129883,1756.0,0.0,1367.0,0.0003971024707425,100.0,45.77420425415039,111.0,0.0
5,0.0,1892.0,0.8304821252822876,36.99,33.79603958129883,1756.0,0.0,1367.0,0.0003971024707425,100.0,45.77420425415039,111.0,0.0
6,0.0,1892.0,1.3938686847686768,36.99,32.17258834838867,1582.0,0.0,1367.0,0.0202090442180633,100.0,45.48442840576172,222.0,0.0
7,0.0,1892.0,1.3938686847686768,36.99,32.17258834838867,1582.0,0.0,1367.0,0.0202090442180633,100.0,45.48442840576172,222.0,0.0
8,0.0,1892.0,1.3938686847686768,36.99,32.17258834838867,1582.0,0.0,1367.0,0.0202090442180633,100.0,45.48442840576172,222.0,0.0
9,0.0,1892.0,1.3938686847686768,36.99,32.17258834838867,1582.0,0.0,1367.0,0.0202090442180633,100.0,45.48442840576172,222.0,0.0
10,0.0,1892.0,1.3938686847686768,36.99,32.17258834838867,1582.0,0.0,1367.0,0.0202090442180633,100.0,45.48442840576172,222.0,0.0
11,0.0,1892.0,19.60062789916992,36.99,35.257259368896484,2385.0,0.0,1367.0,0.261507511138916,100.0,45.75994491577149,553.0,0.0
12,0.0,1892.0,19.60062789916992,36.99,35.257259368896484,2385.0,0.0,1367.0,0.261507511138916,100.0,45.75994491577149,553.0,0.0
13,0.0,1892.0,19.60062789916992,36.99,35.257259368896484,2385.0,0.0,1367.0,0.261507511138916,100.0,45.75994491577149,553.0,0.0
14,0.0,1892.0,19.60062789916992,36.99,35.257259368896484,2385.0,0.0,1367.0,0.261507511138916,100.0,45.75994491577149,553.0,0.0
15,0.0,1892.0,19.60062789916992,36.99,35.257259368896484,2385.0,0.0,1367.0,0.261507511138916,100.0,45.75994491577149,553.0,0.0
16,0.0,1892.0,22.170774459838867,36.99,61.70046615600586,2418.0,0.0,1367.0,28.89498519897461,100.0,53.65831756591797,1390.0,0.0
17,0.0,1892.0,22.170774459838867,36.99,61.70046615600586,2418.0,0.0,1367.0,28.89498519897461,100.0,53.65831756591797,1390.0,0.0
18,0.0,1892.0,22.170774459838867,36.99,61.70046615600586,2418.0,0.0,1367.0,28.89498519897461,100.0,53.65831756591797,1390.0,0.0
19,0.0,1892.0,22.170774459838867,36.99,61.70046615600586,2418.0,0.0,1367.0,28.89498519897461,100.0,53.65831756591797,1390.0,0.0
20,0.0,1892.0,22.170774459838867,36.99,61.70046615600586,2418.0,0.0,1367.0,28.89498519897461,100.0,53.65831756591797,1390.0,0.0
21,0.0,1892.0,22.71919631958008,36.99,66.51956176757812,2424.0,0.0,1367.0,29.6380672454834,100.0,62.92071533203125,1398.0,0.0
22,0.0,1892.0,22.71919631958008,36.99,66.51956176757812,2424.0,0.0,1367.0,29.6380672454834,100.0,62.92071533203125,1398.0,0.0
23,0.0,1892.0,22.71919631958008,36.99,66.51956176757812,2424.0,0.0,1367.0,29.6380672454834,100.0,62.92071533203125,1398.0,0.0
24,0.0,1892.0,22.71919631958008,36.99,66.51956176757812,2424.0,0.0,1367.0,29.6380672454834,100.0,62.92071533203125,1398.0,0.0
