stressor,tier0_share,tier1_alt_share,tier2_share,dominant_tier_mode,feature_profile
ATOMIC,0.7072121771810995,0.14040653823312838,0.152381284585772,tier0,mixed
BRANCH,0.7676554136196071,0.08795031302684292,0.14439427335354987,tier0,mixed
CACHE,0.5432681343239616,0.35143810514390705,0.10529376053213137,tier0,mixed
MEMBW,0.7840998858242216,0.09496528435414507,0.12093482982163345,tier0,mixed
TLB,0.7066770892661249,0.1379866157009514,0.15533629503292357,tier0,mixed
