config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile,diagnosis_target,diagnosis_mode,family_acc,coverage,abstain_rate,selective_top1_acc,selective_top2_acc,selective_balanced_acc,selective_macro_f1,mean_family_margin,median_family_margin,family_margin_tau,confidence_tau,status,min_class_count,min_group_count,group_key,include_workload
tier0,20,0.35,0.55,0.35,0.29848484848484846,0.02729632806339414,0.019722527510686358,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.35,0.75,0.35,0.26503496503496504,0.01956746442984767,0.013893964801046432,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.5,0.7,0.5,0.5056410256410256,0.01799847507172666,0.016671716937399633,mixed,feature_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,0.15,0.65,0.15,0.1308080808080808,0.015611531367997672,0.011239810587860666,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1,20,0.15,0.3,0.15,0.12380952380952381,0.06362031194154504,0.019872673239111766,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.15,0.4,0.15,0.15714285714285714,0.05674382175902563,0.021725323043050998,mixed,feature_level,post_alert_window,,,,,,,,,,,,,,,,
tier0,20,0.45,0.6,0.45,0.39047619047619053,-0.010131722830646154,0.0032145156491555082,mixed,hierarchical,whole_run,0.55,0.45,0.55,0.4444444444444444,0.5555555555555556,0.4,0.29333333333333333,0.01565711006920907,0.014702452640735409,0.010295760226275052,0.0628277193478847,,,,,
tier0_tier1,20,0.25,0.65,0.25,0.20606060606060606,-0.001556385758912085,0.0003580233339095795,mixed,hierarchical,whole_run,0.35,0.6,0.4,0.3333333333333333,0.6666666666666666,0.3,0.2688888888888889,0.022758619278163018,0.022434581160102652,0.014609559507066659,0.015743367450405353,,,,,
tier0_tier1_tier2,20,0.5,0.7,0.5,0.4624242424242424,0.0071668640458312696,0.005969798632980125,mixed,hierarchical,whole_run,0.35,0.6,0.4,0.6666666666666666,0.8333333333333334,0.6333333333333333,0.6047619047619047,0.01957191728243859,0.015782664149195665,0.017908410460840733,0.027970791591537744,,,,,
tier0,20,0.4,0.6,0.4,0.36269841269841263,-0.020453534578343098,0.0009941930822180145,mixed,hierarchical,post_alert_window,0.55,0.5,0.5,0.4,0.6,0.26666666666666666,0.23809523809523808,0.01565711006920907,0.014702452640735409,0.010295760226275052,-0.04217699886521098,,,,,
tier0_tier1,20,0.3,0.4,0.3,0.2,-0.04485264565525739,-0.02447776880458319,mixed,hierarchical,post_alert_window,0.35,0.65,0.35,0.3076923076923077,0.38461538461538464,0.3333333333333333,0.2333333333333333,0.022758619278163018,0.022434581160102652,0.014609559507066659,-0.07135575950894105,,,,,
tier0_tier1_tier2,20,0.15,0.45,0.15,0.12000000000000002,0.014729271670755101,0.016663399373821094,mixed,hierarchical,post_alert_window,0.35,0.6,0.4,0.08333333333333333,0.25,0.1,0.06666666666666667,0.01957191728243859,0.015782664149195665,0.017908410460840733,-0.033336654839595865,,,,,
tier0,20,0.6,0.8,0.5,0.4218181818181818,0.03487943331747071,0.03628609778459903,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1,20,0.45,0.75,0.4166666666666667,0.3356643356643357,0.027008534838271016,0.030188443950125626,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0_tier1_tier2,20,0.5,0.75,0.5,0.4490842490842491,0.02687192061085165,0.027217182875064125,mixed,family_level,whole_run,,,,,,,,,,,,,,,,
tier0,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
tier0_tier1_tier2,20,,,,,,,mixed,supervised,whole_run,,,,,,,,,,,,skipped_insufficient_samples,4.0,4.0,base_case_id,1.0
