config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.2,0.6,0.2,0.18666666666666668,0.020085269276667744,0.022819235047971537,full
tier0_tier1,20,0.2,0.45,0.2,0.1879120879120879,0.02017496433344889,0.022218190973439078,full
tier0_tier1_tier2,20,0.25,0.35,0.25,0.20987012987012985,0.02394197990252512,0.016343507935902127,full
