stressor,dominant_mechanism_mode,compute_share,memory_io_share,thermal_power_share,scheduler_runtime_share,platform_pressure_share,feature_profile
ATOMIC,compute,0.33945689026218573,0.3143838788214335,0.10674074752656637,0.1291378367810778,0.1102806466087366,full
BRANCH,memory_io,0.3047385816131197,0.37517082678487657,0.07759590485176548,0.16102038689809456,0.08147429985214381,full
CACHE,compute,0.4633170694495828,0.30154118153385556,0.06882713797399717,0.09592654417070848,0.0703880668718562,full
MEMBW,memory_io,0.3132485103178636,0.3557083147521284,0.09970489497076976,0.12563169214148184,0.10570658781775635,full
TLB,compute,0.3365837753470816,0.3312691110039901,0.11021246802051109,0.13068879006264875,0.09124585556576845,full
