config,n_cases,top1_acc,top2_acc,balanced_acc,macro_f1,mean_margin_to_second,median_margin_to_second,feature_profile
tier0,20,0.25,0.55,0.25,0.25223665223665226,0.022253560592374565,0.019441141619005023,full
tier0_tier1,20,0.5,0.75,0.5,0.5165079365079365,0.018813724755967667,0.012196454038467378,full
tier0_tier1_tier2,20,0.35,0.55,0.35,0.337012987012987,0.014165893472831445,0.010406365325426811,full
